recipe_id,title,title_clean,kategori,ingredients_raw,ingredients_clean,ingredients_tfidf,steps_list,steps_count,estimated_time_min,loves,URL
16,Ayam penyet rumahan,ayam penyet rumahan,ayam,"['1 ekr ayam negri cuci bersih ptng beri air jeruk nipis cuci lagi', '1 buah jeruk nipis', 'Bumbu ayam goreng jd,yg bsah. bisa beli di pasar,aku beli 3rb', '2 lmbr daun salam', '2 lmbr daun jeruk', '1 btng sere geprek', 'Garam secukupnya dan penyedap', 'secukupnya Minyak goreng', 'Sambel penyet:', '20 buah cabe rawit merah', '5 buah cabe merah', '2 siung bawang p kating', '5 buah bawang merah goreng sebentr', 'Penyedap dan sedikit gula']","['ayam negri ptng air jeruk nipis', 'jeruk nipis', 'bumbu ayam', 'daun salam', 'daun jeruk', 'btng serai', 'garam penyedap', 'minyak', 'sambel penyet', 'cabe rawit merah', 'cabe merah', 'bawang putih', 'bawang merah', 'penyedap gula']",ayam negri ptng air jeruk nipis jeruk nipis bumbu ayam daun salam daun jeruk btng serai garam penyedap minyak sambel penyet cabe rawit merah cabe merah bawang putih bawang merah penyedap gula,"['1) Ungkep ayam bersama bumbu jadi, daun salam, daun jeruk, sere,dan garam,tambah sedikit penyedap apinya kecil ajah ya. Lalu tutup\n2) Apabila sudah empuk dan matang goreng dalam minyak panas dan banyak sampe warna kuning kecoklatan, angkat\n3) Sementara lagi goreng ayam, kita siapkan sambel dulu, uleg semua cabe, dan bawang merah garam,sedikit gula dan penyedap, setelah agak halus kumpulin sambalnya di tengah cobek lalu siram dengan minyak panas bekas goreng ayam tadi lalu uleg lagi supaya rata\n4) Masukan ayam goreng ke dalam cobek lalu penyet pake ulegan, siap di hidangkan\n5) Selamat mencoba']",5,35,3,https://cookpad.com/id/resep/4472187-ayam-penyet-rumahan
17,Sop ayam,sop ayam,ayam,"['1 kg ayam potong kecil kecil', '1/2 kg ceker ayam bersihkan', '1/2 kg kentang iris', '1/2 kg wortel iris', '1 mangkok makaroni (rebus)', '2 batang daun bawang (sesuai selera)', '4 batang daun seledri (sesuai selera)', 'Bumbu dihaluskan :', '8 siung bawang merah', '5 siung bawang putih', 'Tambahan :', '1 sendok teh lada halus', 'secukupnya Garam', ""Penyedap rasa (bila Sun's saya pake gula aja)""]","['ayam', 'ceker ayam bersihkan', 'kentang', 'wortel', 'makaroni', 'daun bawang', 'daun seledri', 'bumbu dihaluskan', 'bawang merah', 'bawang putih', 'tambahan', 'lada', 'garam', 'penyedap suns pake gula']",ayam ceker ayam bersihkan kentang wortel makaroni daun bawang daun seledri bumbu dihaluskan bawang merah bawang putih tambahan lada garam penyedap suns pake gula,"['1) Tumis bawang merah dan bawang putih hingga harum\n2) Masukkan potongan ayam dan ceker ke tumisan bumbu aduk rata\n3) Pindahkan ke panci besar tanbahkan air secukupkan\n4) Didihkan sampai ayam dan ceker cukup matang\n5) Masukkan kentang dan wortel yang diiris tadi, tunggu sampai lembut\n6) Masukkan macaroni yg sudah direbus\n7) Taburkan lada bubuk dan garam, tes rasa\n8) Terakhir masukkan daun bawang dan daun seledri\n9) Siap dihidangkan, taburkan bawang goreng biar tambah maknyuss']",9,63,3,https://cookpad.com/id/resep/4472298-sop-ayam
18,Nugget Ayam Home Made,nugget ayam home made,ayam,"['1/4 kg ayam d fillet ambil dagingnya aja', '1 buah wortel', '1 buah daun bawang prei', '4 siung bawang putih', '8 siung bawang merah', '1 sdt merica', '1/2 kg tepung tapioka', '2 telur ayam', 'Garam, penyedap rasa', 'Tepung roti/ tepung panir']","['ayam fillet ambil dagingnya', 'wortel', 'daun bawang prei', 'bawang putih', 'bawang merah', 'merica', 'tepung tapioka', 'telur ayam', 'garam', 'penyedap', 'tepung roti tepung panir']",ayam fillet ambil dagingnya wortel daun bawang prei bawang putih bawang merah merica tepung tapioka telur ayam garam penyedap tepung roti tepung panir,"['1) Cuci bersih ayam. Setelah itu potong kecil2. Masukkan dlm blender. Tambahkan 1 telur ayam, bwg pth, bwg merah, merica. Air sdkt. Lalu blender.\n2) Setelah itu parut wortel, ptong kecil2 daun bawang prei\n3) Taruh adonan ayam dalam wadah\n4) Masukkan wortel, daun prei, tepung tapioka 10 sdm. Kalau pengen lebih padet bisa tambahkan lagi. Sesuai selera\n5) Aduk2 ya sampai tercampur rata. Tambah i garam, penyedap.\n6) Siapkan wadah. Tuang adonan ke dalam wadah yg sebelumnya d olesi mentega\n7) Kukus d panci pengukusan. Kukus 30 - 40 mnt.\n8) Setelah matang, keluarkan dr panci. Biarkan dingin. Lalu keluarkan.\n9) Siapkan 1 telur (dikocok), tepung panir. Potong2 adonan jd kecil2, celupkan ke telur, lalu baluri dg tepung panir.\n10) Setelah itu goreng.Nugget siap d hidangkan. Nugget juga bisa d simpan d dalam freezer ya moms . Jadi sewaktu2 bisa langsung goreng.']",10,40,6,https://cookpad.com/id/resep/4472482-nugget-ayam-home-made
19,Ayam Koloke,ayam koloke,ayam,"['250 gr ayam fillet, potong-potong', '2 sdm tepung bumbu serbaguna (larutkan dgn 75 ml air)', 'Pelapis:', '4 sdm tepung terigu', '1 sdm maizena', 'Bahan Saus', '1 sdm butter / margarin', '2 siung bawang putih, cincang halus', '1 siung bawang bombai uk. Kecil (iris halus)', '1/2 bh wortel (potong korek api)', '1/2 bh timun (buang biji dan iris korek api)', '1 btg daun bawang (potong2)', '2 bh cabe merah (iris serong)', '3 bh cabe rawit (iris serong)', '3 sdm saus tomat', '1 sdm saus tiram', '1 sdt minyak wijen', '1 sdt air lemon / jeruk nipis / cuka masak', '250 ml air', 'Garam, lada, gula', '1 sdt maizena (larutlan dgn 1 sdm air)']","['ayam fillet', 'tepung bumbu larutkan dgn air', 'tepung terigu', 'maizena', 'saus', 'butter margarin', 'bawang putih', 'bawang bombai', 'wortel korek api', 'timun buang korek api', 'btg daun bawang', 'cabe merah serong', 'cabe rawit serong', 'saus tomat', 'saus tiram', 'minyak wijen', 'air lemon jeruk nipis cuka masak', 'air', 'garam', 'lada', 'gula', 'maizena larutlan dgn air']",ayam fillet tepung bumbu larutkan dgn air tepung terigu maizena saus butter margarin bawang putih bawang bombai wortel korek api timun buang korek api btg daun bawang cabe merah serong cabe rawit serong saus tomat saus tiram minyak wijen air lemon jeruk nipis cuka masak air garam lada gula maizena larutlan dgn air,"['1) Marinade ayam dgn tepung bumbu serbaguna yg sudah dilarutkan, aduk & disisihkan.\n2) Siapkan bahan pelapis. Ambil potongan ayam & balur ke dalam bahan pelapis. Goreng dalam minyak panas sampai matang. Lakukan sampai habis.\n3) Bahan saus: lelehkan butter, tumis duo bawang sampai harum. Masukkan wortel dan timun, tambahkan air, lalu masak sampai air mendidih. Masukkan duo cabe, saus tomat, saus tiram, minyak wijen, garam, gula, lada, air lemon, aduk rata. Masukkan larutan maizena, aduk sampai mengental. Terakhir masukkan daun bawang, matikan api supaya sayuran tidak over cook.']",3,21,3,https://cookpad.com/id/resep/4472309-ayam-koloke
20,Mie tulang ayam,mie tulang ayam,ayam,"['1/4 kg tulang ayam', '1 bungkus kecil mie burung dara', '5 siung bawang putih', '3 siung bawang merah', '7 cabe rawit', '1 tangkai daun bawang', '2 tangkai seledri', '1 1/2 sdm merica bubuk', '2 sdm saos cabe', '3 sdm kecap manis', 'secukupnya Gula dan garam', 'Minyak untuk menumis']","['tulang ayam', 'mie burung dara', 'bawang putih', 'bawang merah', 'cabe rawit', 'daun bawang', 'seledri', 'merica bubuk', 'saos cabe', 'kecap manis', 'gula garam', 'minyak menumis']",tulang ayam mie burung dara bawang putih bawang merah cabe rawit daun bawang seledri merica bubuk saos cabe kecap manis gula garam minyak menumis,"['1) Cuci bersih lalu rebus tulang ayam kurleb 10 menit. Lalu tiriskan\n2) Rebus mie sampai setengah matang. Lalu tiriskan\n3) Haluskan bawang merah, bawang putih dan cabe rawit\n4) Tumis sampai harum bumbu halus dengan irisan seledri dan daun bawang. Lalu tambahkan merica bubuk, gula dan garam.\n5) Masukkan tulang ayam, tunggu sampai bumbu meresap.\n6) Masukkan mie, saos dan kecap. Lalu tumis sampai bumbu tercampur. Tambahkan gula dan garam jika diperlukan.\n7) Mie tulang ayam siap dihidangkan.']",7,10,1,https://cookpad.com/id/resep/4472258-mie-tulang-ayam
21,Ayam Suir Bali (bemesere bali),ayam suir bali ( bemesere bali ),ayam,"['1/2 kg dada ayam (rebus dahulu)', '50 ml minyak goreng', 'Bumbu :', '1/4 kg cabai merah', '1/2 buah tomat', '5 buah Cabe rawit', 'secukupnya Garam', 'secukupnya Gula jawa', '1 sdt terasi bakar', '1/2 perasan jeruk limo', '3 buah daun jeruk purut']","['dada ayam', 'minyak', 'bumbu', 'cabai merah', 'tomat', 'cabe rawit', 'garam', 'gula jawa', 'terasi', 'perasan jeruk limo', 'daun jeruk']",dada ayam minyak bumbu cabai merah tomat cabe rawit garam gula jawa terasi perasan jeruk limo daun jeruk,"['1) Rebus ayam terlebih dahulu. Lalu, di suwir-suwir. (saya rebus karna kalau goreng, ayamny akan terasa keras dan kering)\n2) Ulek halus bumbu, lalu icip2 rasa agar pas\n3) Siapkan wajan, masukkan minyak goreng. Tunggu sampai panas, tuangkan bumbu\n4) Stelah stengah matang, lalu masukan ayam yang sudah disuir.\n5) Tunggu sampai agak meresap bumbuny. Masukkan perasan limo dan daun jeruk\n6) Makanan siap dihidangkan. Simple dan enak']",6,42,0,https://cookpad.com/id/resep/4472532-ayam-suir-bali-bemesere-bali
22,Pindang ayam jadul,pindang ayam jadul,ayam,"['1/2 kg ayam', '5 btr bawang merah iris halus', '10 buah cabe rawit iris halus', '2 cm jahe iris halus', '1 cm lengkuas iris halus', '1/2 sdt kunyit halus', '1 sdt asam jawa', '1 sdt terasi bangka panggang', '1 bh tomat potong 4', 'Secukupnya daun kemangi (me:gak ada)']","['ayam', 'bawang merah', 'cabe rawit', 'jahe', 'lengkuas', 'kunyit', 'asam jawa', 'terasi bangka panggang', 'tomat', 'daun kemangi me']",ayam bawang merah cabe rawit jahe lengkuas kunyit asam jawa terasi bangka panggang tomat daun kemangi me,"['1) Tumis semua bumbu kecuali tomat dengan 2 sdm minyak,oseng sampai harum,tambahkan 1 liter air didihkan,kalau sudah mendidih masukkan ayam,tutup, masak sampai ayam matang, setelah ayam matang koreksi rasa,beri taburan tomat dan daun kemangi, sajikan hangat, segerrr abis\n2) Selamat mencoba\nSemoga bermanfaat untuk semua']",2,14,0,https://cookpad.com/id/resep/4472100-pindang-ayam-jadul
23,Ayam Kacang Panjang Saos Hoisin,ayam kacang panjang saos hoisin,ayam,"['Bahan Daging', '1 lembar paha atas/dada ayam', '1 sdm kecap asin, arak beras, tapioka', 'Bahan saos', '1 ikat Kacang panjang', '2 siung baput cincang halus', '3 cm jahe cincang halus', '1 sdm saos hoisin', '1 sdt kecap asin', '0.5 sdt micin', '100 ml air', 'Larutan tapioka']","['daging', 'paha atas dada ayam', 'kecap asin', 'arak beras', 'tapioka', 'saos', 'kacang panjang', 'bawang putih', 'jahe', 'saos hoisin', 'kecap asin', 'micin', 'air', 'larutan tapioka']",daging paha atas dada ayam kecap asin arak beras tapioka saos kacang panjang bawang putih jahe saos hoisin kecap asin micin air larutan tapioka,"['1) Marinade daging dengan bahannya 30mnt.\n2) Sebelum di tumis beri 1sdm minyak di daging ayam, aduk rata, lalu tumis agar tidak lengket di wajan. Matang, lalu angkat.\n3) Tumis jahe 10detik, masukkan baput lalu tumis sampai wangi.\n4) Masukkan kacang panjang, tumis sebentar lalu masukkan air, saos hoisin, kecap asin, micin. Tutup wajan, kecil kan api.\n5) Tunggu 1-2menit, buka tinder tutup wajan, aduk sebentar lalu tutup lg 1-2menit.\n6) Masukkan daging, aduk rata.\n7) Masukan larutan tapioka agar saos mengental. Aduk rata lalu sajikan']",7,34,2,https://cookpad.com/id/resep/4472201-ayam-kacang-panjang-saos-hoisin
24,Tongseng ayam,tongseng ayam,ayam,"['500 g daging ayam (potong2)', '1250 CC santan dr 1 butir kelapa (pisahkan bagian yg kental)', '3 lembar daun jeruk', '3 lembar daun salam', '1 ruas lengkuas (geprek)', '1 batang serai (geprek)', '20 buah cabe rawit hijau', '1 batang daun bawang (potong serong)', '1 buah tomat (potong2)', '3 sdm kecap manis', '1 buah kentang ukuran sedang (potong2)', 'Secukupnya kol (iris2 tebal)', 'Secukupnya garam,kaldu bubuk, gula pasir (sesuai selera masing2)', 'Bawang goreng untuk taburan', 'Secukupnya minyak untuk menumis', 'Bumbu halus ;', '8 siung bawang merah', '4 siung bawang putih', '1 ruas jahe', '1/2 ruas kunyit', '1 sdt ketumbar', '1/2 sdt merica', '3 butir kemiri sangrai', '3 buah cabai merah besar']","['daging ayam', 'santan kelapa pisahkan kental', 'daun jeruk', 'daun salam', 'lengkuas', 'serai', 'cabe rawit hijau', 'daun bawang serong', 'tomat', 'kecap manis', 'kentang', 'kol tebal', 'garam', 'kaldu bubuk', 'gula pasir', 'bawang taburan', 'minyak menumis', 'bumbu', 'bawang merah', 'bawang putih', 'jahe', 'kunyit', 'ketumbar', 'merica', 'kemiri', 'cabai merah']",daging ayam santan kelapa pisahkan kental daun jeruk daun salam lengkuas serai cabe rawit hijau daun bawang serong tomat kecap manis kentang kol tebal garam kaldu bubuk gula pasir bawang taburan minyak menumis bumbu bawang merah bawang putih jahe kunyit ketumbar merica kemiri cabai merah,"['1) Siapkan semua bahannya.. panaskan minyak, masukkan bumbu halus.. masak hingga keluar aroma wangi,masukkan daun salam, daun jeruk, serai dan lengkuas.. kemudian masukkan potongan daging ayamnya.\n2) Tuangkan santan encer, tunggu hingga daging ayam setengah matang.\n3) Masukkan kentang, garam, gula, kaldu bubuk, dan kecap.\n4) Masak hingga matang... Masukkan potongan kol dan juga cabai hijau.. lalu d susul dgn memasukkan santan kental, aduk2.. jgn sampai pecah santannya, tes rasa..\n5) Setelah mendidih matikan api, masukkan potongan daun bawang dan tomat, lalu beri taburan bawang goreng.']",5,35,1,https://cookpad.com/id/resep/4471980-tongseng-ayam
25,Ayam penyet sambel kemangi,ayam penyet sambel kemangi,ayam,"['400 gr dada ayam', '1 ikat daun kemangi', '1 buah timun uk sedang', '1 bungkus bumbu racik tempe', 'bahan sambel', '10 buah cabe merah', '10 buah cabe rawit', '3 siung bamer', '2 siung baput', 'gula', 'garam', '1/2 buah tomat merah', 'secukupnya terasi', 'secukupnya minyak utk menggoreng', 'air utk mengungkep ayam']","['dada ayam', 'daun kemangi', 'timun', 'bumbu racik tempe', 'sambel', 'cabe merah', 'cabe rawit', 'bamer', 'bawang putih', 'gula', 'garam', 'tomat merah', 'terasi', 'minyak utk', 'air utk mengungkep ayam']",dada ayam daun kemangi timun bumbu racik tempe sambel cabe merah cabe rawit bamer bawang putih gula garam tomat merah terasi minyak utk air utk mengungkep ayam,"['1) Potong ayam sesuai selera,cuxi bersih lalu ungkep dengan sesikit air dan campur dengan bumbu racik tempe,matang angkat\n2) Panas kan minyak lalu goreng ayam hingga matang kecoklatan\n3) Goreng sebentar semua bahan sambel nya,,uleg jadi satu tambahkan garam gula...tes rasa...kalo sudah oke..masukkan beberapa lmbar daun kemangi..giling agak kasar aja\n4) Geprek ayam di atas ulek an,,susun di piring lalu letakkan sambel di atas ayam..susun irisan timun,dan juga kemangi. siap di santap dwngan nasi panas']",4,28,0,https://cookpad.com/id/resep/4472141-ayam-penyet-sambel-kemangi
26,Nugget Ayam Wortel,nugget ayam wortel,ayam,"['250 gram daging ayam giling', '1 buah wortel ukuran sedang', '1/2 buah bawang bombay', '2-3 siung bawang putih', '3 batang daun bawang', '2 butir telur ayam', '100 gram tepung terigu (kurang lebih)', 'secukupnya Tepung roti', 'secukupnya Garam', 'secukupnya Lada', 'secukupnya Penyedap rasa ayam', 'Minyak goreng']","['daging ayam giling', 'wortel', 'bawang bombai', 'bawang putih', 'daun bawang', 'telur ayam', 'tepung terigu', 'tepung roti', 'garam', 'lada', 'penyedap ayam', 'minyak']",daging ayam giling wortel bawang bombai bawang putih daun bawang telur ayam tepung terigu tepung roti garam lada penyedap ayam minyak,"['1) Potong-potong bawang bombay dan bawang putih. Tumis dengan sedikit minyak hingga harum. Angkat\n2) Campurkan tumisan bawang dengan daging ayam giling dengan menggunakan blender atau food processor. Campur hingga bawang halus & tercampur rata. Tuang pada wadah yg telah disediakan untuk dicampur dengan bahan lain\n3) Potong wortel jadi bagian yg kecil. Masukkan pada campuran daging giling sebelumnya\n4) Potong daun bawang jadi bagian yg kecil. Masukkan pada adonan. Campur hingga rata\n5) Masukkan 1 butir telur ayam. Campurkan\n6) Masukkan tepung terigu perlahan-lahan dan campur hingga rata. Masukkan garam,lada dan penyedap rasa secukupnya.\n7) Panaskan kukusan\n8) Letakkan adonan pada cetakan yg telah disediakan. Masukkan pada kukusan yg telah dipanaskan sebelumnya. Tutup kukusan diberi kain agar air tidak menetes diadonan. Kukus kurang lebih 25-30 menit\n9) Angkat adonan yg sudah matang dari kukusan. Biarkan agar sedikit dingin.\n10) Setelah dingin potong-potong sesuai ukuran yg diinginkan.\n11) Kocok lepas 1 butir telur ayam. Celupkan adonan nugget yg telah dipotong tadi kedalam telur. Kemudian gulingkan di tepung roti.\n12) Ulangi langkah 11 hingga adonan nugget habis\n13) Dinginkan pada freezer kurang lebih 1 jam agar tepung roti menempel dengan sempurna\n14) Goreng nugget dengan minyak panas. Nugget ayam wortel siap disajikan.\n15) Nugget yg masuk ke dalam freezer dapat bertahan maksimal 3-4 minggu']",15,94,4,https://cookpad.com/id/resep/4472084-nugget-ayam-wortel
27,Ayam goreng pedas gila ala Kfc,ayam goreng pedas gila ala kfc,ayam,"['1/2 kg ayam', '3 bungkus tepung bumbu uk 80 g yg pedas (aku pke sajiku)', 'Secukupnya air es', 'Minyak goreng']","['ayam', 'tepung bumbu pedas pke sajiku', 'air es', 'minyak']",ayam tepung bumbu pedas pke sajiku air es minyak,"['1) Potong"" ayam, lalu cuci sampai bersih.\n2) Siapkan 2 mgkok. 1 untuk adonan tepung yang basah yg 1 nya lagi untuk tepung kering.\n3) Tuangkan kira"" 2 sdm tepung bumbu lalu tambahkan secukupnya air es kocok pakai garpu sampai adonannya encer.\n4) Celupkakan ayam ke dalam adonan basah lalu gulingkan ke dalam tepung kering sambil di remas"" hingga terbentuk kulit tepung yang keriting. Ulangi sampai selesai\n5) Panaskan minyak, lalu goreng sampai kecoklatan. Angkat, tiriskan.\n6) Ayam goreng siap untuk dinikmati.\n7) NB: kalau gk suka terlalu pedas tepung bumbunya bisa di mix sama yang original ya jd yg pedas bisa pke 1 bungkus aj yg 2 bungkus yg original.']",7,49,2,https://cookpad.com/id/resep/4471847-ayam-goreng-pedas-gila-ala-kfc
28,Chicken Teriyaki,chicken teriyaki,ayam,"['500 gr Daging ayam iris memanjang', '1 bh Bawang bombay, iris memanjang', '1/2 sdt Gula', '1/4 sdt Garan', '150 ml Air', 'Minyak untuk menumis', 'Bumbu perendam :', '3 sdm Saus teriyaki', '2 sdm Saus tiram', '1 sdm Kecap manis', '1 sdt Minyak wijen', '3 siung bawang putih, haluskan', '2 cm Jahe, haluskan', '1/4 sdt Merica', '1/2 sdt Kaldu bubuk']","['daging ayam memanjang', 'bawang bombai', 'memanjang', 'gula', 'garan', 'air', 'minyak menumis', 'bumbu perendam', 'saus teriyaki', 'saus tiram', 'kecap manis', 'minyak wijen', 'bawang putih', 'jahe', 'merica', 'kaldu bubuk']",daging ayam memanjang bawang bombai memanjang gula garan air minyak menumis bumbu perendam saus teriyaki saus tiram kecap manis minyak wijen bawang putih jahe merica kaldu bubuk,"['1) Campur daging\xa0 ayam dengan bumbu perendam,gula dan garam,diamkan dikulkas 1-2jam agar bumbu meresap.\n2) Panaskan minyak tumis daging sampai matang tuangi air,masukan bawang bombay,masak sampai air agak menyusut,kentalkan dengan larutan maizena.']",2,120,1,https://cookpad.com/id/resep/4469586-chicken-teriyaki
29,Ayam Kecap Pedas Jeruk Limao,ayam kecap pedas jeruk limao,ayam,"['1/2 kg ayam potong2', '2 lbr daun salam', '1 ruas jahe geprek', '4 lbr daun jeruk, buang tulangnya', '3 buah jeruk limao', 'Secukupnya air perasn jeruk nipis', 'Secukupnya garam, merica, gula pasir, kaldu bubuk', 'Secukupnya kecap manis', '250 ml air', '1 siung bawang Bombay, iris2', '🌀 Bumbu Halus 🌀', '3 siung bawang putih', '5 siung bawang merah', '10 buah cabe keriting merah', '5 buah cabe rawit merah']","['ayam', 'daun salam', 'jahe', 'daun jeruk', 'buang tulangnya', 'jeruk limao', 'air perasn jeruk nipis', 'garam', 'merica', 'gula pasir', 'kaldu bubuk', 'kecap manis', 'air', 'bawang bombai', 'bumbu', 'bawang putih', 'bawang merah', 'cabe keriting merah', 'cabe rawit merah']",ayam daun salam jahe daun jeruk buang tulangnya jeruk limao air perasn jeruk nipis garam merica gula pasir kaldu bubuk kecap manis air bawang bombai bumbu bawang putih bawang merah cabe keriting merah cabe rawit merah,"['1) Cuci ayam, lalu lumuri dgn perasan air jeruk nipis & garam, diamkan sebentar -+ 10 mnt, lalu bilas sampai bersih\n2) Goreng ayam sebentar, tidak usah sampai garing, sisihkan\n3) Panaskan minyak, tumis bumbu halus, daun salam, daun jeruk, jahe, sampai harum\n4) Masukkan bawang Bombay, masak sebentar\n5) Tambahkan air, beri garam, merica, gula pasir, kecap, & masukkan ayam, aduk rata, koreksi rasa\n6) Biarkan air surut & bumbu meresap, setelah matang, matikan api, beri perasan jeruk limao, aduk rata, sajikan\n7) Enakk  pedes seger']",7,10,46,https://cookpad.com/id/resep/4471776-ayam-kecap-pedas-jeruk-limao
